1,12,13,24,25,36,37,48,49,60,61,72,73,84,85,96,97,108,109,115,121,132,133,144,145,156,157,168,169,180
2,11,14,23,26,35,38,47,50,59,62,71,74,83,86,95,98,107,110,116,122,131,134,143,146,155,158,167,170,179
3,10,15,22,27,34,39,46,51,58,63,70,75,82,87,94,99,106,111,117,123,130,135,142,147,154,159,166,171,178
4,9,16,21,28,33,40,45,52,57,64,69,76,81,88,93,100,105,112,118,124,129,136,141,148,153,160,165,172,177
5,8,17,20,29,32,41,44,53,56,65,68,77,80,89,92,101,104,113,119,125,128,137,140,149,152,161,164,173,176
6,7,18,19,30,31,42,43,54,55,66,67,78,79,90,91,102,103,114,120,126,127,138,139,150,151,162,163,174,175
